lemma,mood,tense,person,value,status,note
exponer,subjunctive,subjPlusc,1s,hubiera expuesto,Mismatch,"Esperado: ['hubiera exponido', 'hubiese exponido']"
exponer,subjunctive,subjPlusc,2s_tu,hubieras expuesto,Mismatch,"Esperado: ['hubieras exponido', 'hubieses exponido']"
exponer,subjunctive,subjPlusc,2s_vos,hubieras expuesto,Mismatch,"Esperado: ['hubieras exponido', 'hubieses exponido']"
exponer,subjunctive,subjPlusc,3s,hubiera expuesto,Mismatch,"Esperado: ['hubiera exponido', 'hubiese exponido']"
exponer,subjunctive,subjPlusc,1p,hubiéramos expuesto,Mismatch,"Esperado: ['hubiéramos exponido', 'hubiésemos exponido']"
exponer,subjunctive,subjPlusc,2p_vosotros,hubierais expuesto,Mismatch,"Esperado: ['hubierais exponido', 'hubieseis exponido']"
exponer,subjunctive,subjPlusc,3p,hubieran expuesto,Mismatch,"Esperado: ['hubieran exponido', 'hubiesen exponido']"
exponer,indicative,pretIndef,2s_vos,expus,Mismatch,Esperado: exponiste
exponer,subjunctive,subjImpf,1s,exponra,Unknown-tense,No hay generador para este modo/tiempo
exponer,subjunctive,subjImpf,2s_tu,exponras,Unknown-tense,No hay generador para este modo/tiempo
exponer,subjunctive,subjImpf,2s_vos,exponras,Unknown-tense,No hay generador para este modo/tiempo
exponer,subjunctive,subjImpf,3s,exponra,Unknown-tense,No hay generador para este modo/tiempo
exponer,subjunctive,subjImpf,1p,expónramos,Unknown-tense,No hay generador para este modo/tiempo
exponer,subjunctive,subjImpf,2p_vosotros,exponrais,Unknown-tense,No hay generador para este modo/tiempo
exponer,subjunctive,subjImpf,3p,exponran,Unknown-tense,No hay generador para este modo/tiempo
suponer,indicative,pres,1s,supongo,Mismatch,Esperado: supono
suponer,indicative,pretIndef,1s,supuse,Mismatch,Esperado: suponí
suponer,indicative,pretIndef,2s_tu,supusiste,Mismatch,Esperado: suponiste | 'accepts' inválido para vos: supusiste (esperado suponiste)
suponer,indicative,pretIndef,3s,supuso,Mismatch,Esperado: suponió
suponer,indicative,pretIndef,1p,supusimos,Mismatch,Esperado: suponimos
suponer,indicative,pretIndef,2p_vosotros,supusisteis,Mismatch,Esperado: suponisteis
suponer,indicative,pretIndef,3p,supusieron,Mismatch,Esperado: suponieron
suponer,subjunctive,subjPres,1s,suponga,Mismatch,Esperado: supona
suponer,subjunctive,subjPres,2s_tu,supongas,Mismatch,Esperado: suponas | 'accepts' inválido para vos: supongas (esperado suponas)
suponer,subjunctive,subjPres,3s,suponga,Mismatch,Esperado: supona
suponer,subjunctive,subjPres,1p,supongamos,Mismatch,Esperado: suponamos
suponer,subjunctive,subjPres,2p_vosotros,supongáis,Mismatch,Esperado: suponáis
suponer,subjunctive,subjPres,3p,supongan,Mismatch,Esperado: suponan
suponer,indicative,fut,1s,supondré,Mismatch,Esperado: suponeré
suponer,indicative,fut,2s_tu,supondrás,Mismatch,Esperado: suponerás | 'accepts' inválido para vos: supondrás (esperado suponerás)
suponer,indicative,fut,3s,supondrá,Mismatch,Esperado: suponerá
suponer,indicative,fut,1p,supondremos,Mismatch,Esperado: suponeremos
suponer,indicative,fut,2p_vosotros,supondréis,Mismatch,Esperado: suponeréis
suponer,indicative,fut,3p,supondrán,Mismatch,Esperado: suponerán
suponer,conditional,cond,1s,supondría,Mismatch,Esperado: suponería
suponer,conditional,cond,2s_tu,supondrías,Mismatch,Esperado: suponerías | 'accepts' inválido para vos: supondrías (esperado suponerías)
suponer,conditional,cond,3s,supondría,Mismatch,Esperado: suponería
suponer,conditional,cond,1p,supondríamos,Mismatch,Esperado: suponeríamos
suponer,conditional,cond,2p_vosotros,supondríais,Mismatch,Esperado: suponeríais
suponer,conditional,cond,3p,supondrían,Mismatch,Esperado: suponerían
suponer,nonfinite,part,,supuesto,Mismatch,Esperado: suponido
suponer,indicative,pretPerf,1s,he supuesto,Mismatch,Esperado: he suponido
suponer,indicative,pretPerf,2s_tu,has supuesto,Mismatch,Esperado: has suponido
suponer,indicative,pretPerf,2s_vos,has supuesto,Mismatch,Esperado: has suponido
suponer,indicative,pretPerf,3s,ha supuesto,Mismatch,Esperado: ha suponido
suponer,indicative,pretPerf,1p,hemos supuesto,Mismatch,Esperado: hemos suponido
suponer,indicative,pretPerf,2p_vosotros,habéis supuesto,Mismatch,Esperado: habéis suponido
suponer,indicative,pretPerf,3p,han supuesto,Mismatch,Esperado: han suponido
suponer,indicative,plusc,1s,había supuesto,Mismatch,Esperado: había suponido
suponer,indicative,plusc,2s_tu,habías supuesto,Mismatch,Esperado: habías suponido
suponer,indicative,plusc,2s_vos,habías supuesto,Mismatch,Esperado: habías suponido
suponer,indicative,plusc,3s,había supuesto,Mismatch,Esperado: había suponido
suponer,indicative,plusc,1p,habíamos supuesto,Mismatch,Esperado: habíamos suponido
suponer,indicative,plusc,2p_vosotros,habíais supuesto,Mismatch,Esperado: habíais suponido
suponer,indicative,plusc,3p,habían supuesto,Mismatch,Esperado: habían suponido
suponer,indicative,futPerf,1s,habré supuesto,Mismatch,Esperado: habré suponido
suponer,indicative,futPerf,2s_tu,habrás supuesto,Mismatch,Esperado: habrás suponido
suponer,indicative,futPerf,2s_vos,habrás supuesto,Mismatch,Esperado: habrás suponido
suponer,indicative,futPerf,3s,habrá supuesto,Mismatch,Esperado: habrá suponido
suponer,indicative,futPerf,1p,habremos supuesto,Mismatch,Esperado: habremos suponido
suponer,indicative,futPerf,2p_vosotros,habréis supuesto,Mismatch,Esperado: habréis suponido
suponer,indicative,futPerf,3p,habrán supuesto,Mismatch,Esperado: habrán suponido
suponer,conditional,condPerf,1s,habría supuesto,Mismatch,Esperado: habría suponido
suponer,conditional,condPerf,2s_tu,habrías supuesto,Mismatch,Esperado: habrías suponido
suponer,conditional,condPerf,2s_vos,habrías supuesto,Mismatch,Esperado: habrías suponido
suponer,conditional,condPerf,3s,habría supuesto,Mismatch,Esperado: habría suponido
suponer,conditional,condPerf,1p,habríamos supuesto,Mismatch,Esperado: habríamos suponido
suponer,conditional,condPerf,2p_vosotros,habríais supuesto,Mismatch,Esperado: habríais suponido
suponer,conditional,condPerf,3p,habrían supuesto,Mismatch,Esperado: habrían suponido
suponer,subjunctive,subjPerf,1s,haya supuesto,Mismatch,Esperado: haya suponido
suponer,subjunctive,subjPerf,2s_tu,hayas supuesto,Mismatch,Esperado: hayas suponido
suponer,subjunctive,subjPerf,2s_vos,hayas supuesto,Mismatch,Esperado: hayas suponido
suponer,subjunctive,subjPerf,3s,haya supuesto,Mismatch,Esperado: haya suponido
suponer,subjunctive,subjPerf,1p,hayamos supuesto,Mismatch,Esperado: hayamos suponido
suponer,subjunctive,subjPerf,2p_vosotros,hayáis supuesto,Mismatch,Esperado: hayáis suponido
suponer,subjunctive,subjPerf,3p,hayan supuesto,Mismatch,Esperado: hayan suponido
suponer,subjunctive,subjPlusc,1s,hubiera supuesto,Mismatch,"Esperado: ['hubiera suponido', 'hubiese suponido']"
suponer,subjunctive,subjPlusc,2s_tu,hubieras supuesto,Mismatch,"Esperado: ['hubieras suponido', 'hubieses suponido']"
suponer,subjunctive,subjPlusc,2s_vos,hubieras supuesto,Mismatch,"Esperado: ['hubieras suponido', 'hubieses suponido']"
suponer,subjunctive,subjPlusc,3s,hubiera supuesto,Mismatch,"Esperado: ['hubiera suponido', 'hubiese suponido']"
suponer,subjunctive,subjPlusc,1p,hubiéramos supuesto,Mismatch,"Esperado: ['hubiéramos suponido', 'hubiésemos suponido']"
suponer,subjunctive,subjPlusc,2p_vosotros,hubierais supuesto,Mismatch,"Esperado: ['hubierais suponido', 'hubieseis suponido']"
suponer,subjunctive,subjPlusc,3p,hubieran supuesto,Mismatch,"Esperado: ['hubieran suponido', 'hubiesen suponido']"
suponer,indicative,pretIndef,2s_vos,supus,Mismatch,Esperado: suponiste
suponer,subjunctive,subjImpf,1s,suponra,Unknown-tense,No hay generador para este modo/tiempo
suponer,subjunctive,subjImpf,2s_tu,suponras,Unknown-tense,No hay generador para este modo/tiempo
suponer,subjunctive,subjImpf,2s_vos,suponras,Unknown-tense,No hay generador para este modo/tiempo
suponer,subjunctive,subjImpf,3s,suponra,Unknown-tense,No hay generador para este modo/tiempo
suponer,subjunctive,subjImpf,1p,supónramos,Unknown-tense,No hay generador para este modo/tiempo
suponer,subjunctive,subjImpf,2p_vosotros,suponrais,Unknown-tense,No hay generador para este modo/tiempo
suponer,subjunctive,subjImpf,3p,suponran,Unknown-tense,No hay generador para este modo/tiempo
imponer,indicative,pres,1s,impongo,Mismatch,Esperado: impono
imponer,indicative,pretIndef,1s,impuse,Mismatch,Esperado: imponí
imponer,indicative,pretIndef,2s_tu,impusiste,Mismatch,Esperado: imponiste | 'accepts' inválido para vos: impusiste (esperado imponiste)
imponer,indicative,pretIndef,3s,impuso,Mismatch,Esperado: imponió
imponer,indicative,pretIndef,1p,impusimos,Mismatch,Esperado: imponimos
imponer,indicative,pretIndef,2p_vosotros,impusisteis,Mismatch,Esperado: imponisteis
imponer,indicative,pretIndef,3p,impusieron,Mismatch,Esperado: imponieron
imponer,subjunctive,subjPres,1s,imponga,Mismatch,Esperado: impona
imponer,subjunctive,subjPres,2s_tu,impongas,Mismatch,Esperado: imponas | 'accepts' inválido para vos: impongas (esperado imponas)
imponer,subjunctive,subjPres,3s,imponga,Mismatch,Esperado: impona
imponer,subjunctive,subjPres,1p,impongamos,Mismatch,Esperado: imponamos
imponer,subjunctive,subjPres,2p_vosotros,impongáis,Mismatch,Esperado: imponáis
imponer,subjunctive,subjPres,3p,impongan,Mismatch,Esperado: imponan
imponer,indicative,fut,1s,impondré,Mismatch,Esperado: imponeré
imponer,indicative,fut,2s_tu,impondrás,Mismatch,Esperado: imponerás | 'accepts' inválido para vos: impondrás (esperado imponerás)
imponer,indicative,fut,3s,impondrá,Mismatch,Esperado: imponerá
imponer,indicative,fut,1p,impondremos,Mismatch,Esperado: imponeremos
imponer,indicative,fut,2p_vosotros,impondréis,Mismatch,Esperado: imponeréis
imponer,indicative,fut,3p,impondrán,Mismatch,Esperado: imponerán
imponer,conditional,cond,1s,impondría,Mismatch,Esperado: imponería
imponer,conditional,cond,2s_tu,impondrías,Mismatch,Esperado: imponerías | 'accepts' inválido para vos: impondrías (esperado imponerías)
imponer,conditional,cond,3s,impondría,Mismatch,Esperado: imponería
imponer,conditional,cond,1p,impondríamos,Mismatch,Esperado: imponeríamos
imponer,conditional,cond,2p_vosotros,impondríais,Mismatch,Esperado: imponeríais
imponer,conditional,cond,3p,impondrían,Mismatch,Esperado: imponerían
imponer,nonfinite,part,,impuesto,Mismatch,Esperado: imponido
imponer,indicative,pretPerf,1s,he impuesto,Mismatch,Esperado: he imponido
imponer,indicative,pretPerf,2s_tu,has impuesto,Mismatch,Esperado: has imponido
imponer,indicative,pretPerf,2s_vos,has impuesto,Mismatch,Esperado: has imponido
imponer,indicative,pretPerf,3s,ha impuesto,Mismatch,Esperado: ha imponido
imponer,indicative,pretPerf,1p,hemos impuesto,Mismatch,Esperado: hemos imponido
imponer,indicative,pretPerf,2p_vosotros,habéis impuesto,Mismatch,Esperado: habéis imponido
imponer,indicative,pretPerf,3p,han impuesto,Mismatch,Esperado: han imponido
imponer,indicative,plusc,1s,había impuesto,Mismatch,Esperado: había imponido
imponer,indicative,plusc,2s_tu,habías impuesto,Mismatch,Esperado: habías imponido
imponer,indicative,plusc,2s_vos,habías impuesto,Mismatch,Esperado: habías imponido
imponer,indicative,plusc,3s,había impuesto,Mismatch,Esperado: había imponido
imponer,indicative,plusc,1p,habíamos impuesto,Mismatch,Esperado: habíamos imponido
imponer,indicative,plusc,2p_vosotros,habíais impuesto,Mismatch,Esperado: habíais imponido
imponer,indicative,plusc,3p,habían impuesto,Mismatch,Esperado: habían imponido
imponer,indicative,futPerf,1s,habré impuesto,Mismatch,Esperado: habré imponido
imponer,indicative,futPerf,2s_tu,habrás impuesto,Mismatch,Esperado: habrás imponido
imponer,indicative,futPerf,2s_vos,habrás impuesto,Mismatch,Esperado: habrás imponido
imponer,indicative,futPerf,3s,habrá impuesto,Mismatch,Esperado: habrá imponido
imponer,indicative,futPerf,1p,habremos impuesto,Mismatch,Esperado: habremos imponido
imponer,indicative,futPerf,2p_vosotros,habréis impuesto,Mismatch,Esperado: habréis imponido
imponer,indicative,futPerf,3p,habrán impuesto,Mismatch,Esperado: habrán imponido
imponer,conditional,condPerf,1s,habría impuesto,Mismatch,Esperado: habría imponido
imponer,conditional,condPerf,2s_tu,habrías impuesto,Mismatch,Esperado: habrías imponido
imponer,conditional,condPerf,2s_vos,habrías impuesto,Mismatch,Esperado: habrías imponido
imponer,conditional,condPerf,3s,habría impuesto,Mismatch,Esperado: habría imponido
imponer,conditional,condPerf,1p,habríamos impuesto,Mismatch,Esperado: habríamos imponido
imponer,conditional,condPerf,2p_vosotros,habríais impuesto,Mismatch,Esperado: habríais imponido
imponer,conditional,condPerf,3p,habrían impuesto,Mismatch,Esperado: habrían imponido
imponer,subjunctive,subjPerf,1s,haya impuesto,Mismatch,Esperado: haya imponido
imponer,subjunctive,subjPerf,2s_tu,hayas impuesto,Mismatch,Esperado: hayas imponido
imponer,subjunctive,subjPerf,2s_vos,hayas impuesto,Mismatch,Esperado: hayas imponido
imponer,subjunctive,subjPerf,3s,haya impuesto,Mismatch,Esperado: haya imponido
imponer,subjunctive,subjPerf,1p,hayamos impuesto,Mismatch,Esperado: hayamos imponido
imponer,subjunctive,subjPerf,2p_vosotros,hayáis impuesto,Mismatch,Esperado: hayáis imponido
imponer,subjunctive,subjPerf,3p,hayan impuesto,Mismatch,Esperado: hayan imponido
imponer,subjunctive,subjPlusc,1s,hubiera impuesto,Mismatch,"Esperado: ['hubiera imponido', 'hubiese imponido']"
imponer,subjunctive,subjPlusc,2s_tu,hubieras impuesto,Mismatch,"Esperado: ['hubieras imponido', 'hubieses imponido']"
imponer,subjunctive,subjPlusc,2s_vos,hubieras impuesto,Mismatch,"Esperado: ['hubieras imponido', 'hubieses imponido']"
imponer,subjunctive,subjPlusc,3s,hubiera impuesto,Mismatch,"Esperado: ['hubiera imponido', 'hubiese imponido']"
imponer,subjunctive,subjPlusc,1p,hubiéramos impuesto,Mismatch,"Esperado: ['hubiéramos imponido', 'hubiésemos imponido']"
imponer,subjunctive,subjPlusc,2p_vosotros,hubierais impuesto,Mismatch,"Esperado: ['hubierais imponido', 'hubieseis imponido']"
imponer,subjunctive,subjPlusc,3p,hubieran impuesto,Mismatch,"Esperado: ['hubieran imponido', 'hubiesen imponido']"
imponer,indicative,pretIndef,2s_vos,impus,Mismatch,Esperado: imponiste
imponer,subjunctive,subjImpf,1s,imponra,Unknown-tense,No hay generador para este modo/tiempo
imponer,subjunctive,subjImpf,2s_tu,imponras,Unknown-tense,No hay generador para este modo/tiempo
imponer,subjunctive,subjImpf,2s_vos,imponras,Unknown-tense,No hay generador para este modo/tiempo
imponer,subjunctive,subjImpf,3s,imponra,Unknown-tense,No hay generador para este modo/tiempo
imponer,subjunctive,subjImpf,1p,impónramos,Unknown-tense,No hay generador para este modo/tiempo
imponer,subjunctive,subjImpf,2p_vosotros,imponrais,Unknown-tense,No hay generador para este modo/tiempo
imponer,subjunctive,subjImpf,3p,imponran,Unknown-tense,No hay generador para este modo/tiempo
adecuar,subjunctive,subjImpf,1s,adecuara,Unknown-tense,No hay generador para este modo/tiempo
adecuar,subjunctive,subjImpf,2s_tu,adecuaras,Unknown-tense,No hay generador para este modo/tiempo
adecuar,subjunctive,subjImpf,2s_vos,adecuaras,Unknown-tense,No hay generador para este modo/tiempo
adecuar,subjunctive,subjImpf,3s,adecuara,Unknown-tense,No hay generador para este modo/tiempo
adecuar,subjunctive,subjImpf,1p,adecuáramos,Unknown-tense,No hay generador para este modo/tiempo
adecuar,subjunctive,subjImpf,2p_vosotros,adecuarais,Unknown-tense,No hay generador para este modo/tiempo
adecuar,subjunctive,subjImpf,3p,adecuaran,Unknown-tense,No hay generador para este modo/tiempo
evacuar,subjunctive,subjImpf,1s,evacuara,Unknown-tense,No hay generador para este modo/tiempo
evacuar,subjunctive,subjImpf,2s_tu,evacuaras,Unknown-tense,No hay generador para este modo/tiempo
evacuar,subjunctive,subjImpf,2s_vos,evacuaras,Unknown-tense,No hay generador para este modo/tiempo
evacuar,subjunctive,subjImpf,3s,evacuara,Unknown-tense,No hay generador para este modo/tiempo
evacuar,subjunctive,subjImpf,1p,evacuáramos,Unknown-tense,No hay generador para este modo/tiempo
evacuar,subjunctive,subjImpf,2p_vosotros,evacuarais,Unknown-tense,No hay generador para este modo/tiempo
evacuar,subjunctive,subjImpf,3p,evacuaran,Unknown-tense,No hay generador para este modo/tiempo
graduar,subjunctive,subjImpf,1s,graduara,Unknown-tense,No hay generador para este modo/tiempo
graduar,subjunctive,subjImpf,2s_tu,graduaras,Unknown-tense,No hay generador para este modo/tiempo
graduar,subjunctive,subjImpf,2s_vos,graduaras,Unknown-tense,No hay generador para este modo/tiempo
graduar,subjunctive,subjImpf,3s,graduara,Unknown-tense,No hay generador para este modo/tiempo
graduar,subjunctive,subjImpf,1p,graduáramos,Unknown-tense,No hay generador para este modo/tiempo
graduar,subjunctive,subjImpf,2p_vosotros,graduarais,Unknown-tense,No hay generador para este modo/tiempo
graduar,subjunctive,subjImpf,3p,graduaran,Unknown-tense,No hay generador para este modo/tiempo
situar,subjunctive,subjImpf,1s,situara,Unknown-tense,No hay generador para este modo/tiempo
situar,subjunctive,subjImpf,2s_tu,situaras,Unknown-tense,No hay generador para este modo/tiempo
situar,subjunctive,subjImpf,2s_vos,situaras,Unknown-tense,No hay generador para este modo/tiempo
situar,subjunctive,subjImpf,3s,situara,Unknown-tense,No hay generador para este modo/tiempo
situar,subjunctive,subjImpf,1p,situáramos,Unknown-tense,No hay generador para este modo/tiempo
situar,subjunctive,subjImpf,2p_vosotros,situarais,Unknown-tense,No hay generador para este modo/tiempo
situar,subjunctive,subjImpf,3p,situaran,Unknown-tense,No hay generador para este modo/tiempo
distinguir,indicative,pres,1s,distingo,Mismatch,Esperado: distinguo
distinguir,subjunctive,subjPres,1s,distinga,Mismatch,Esperado: distingua
distinguir,subjunctive,subjPres,2s_tu,distingas,Mismatch,Esperado: distinguas
distinguir,subjunctive,subjPres,2s_vos,distingas,Mismatch,Esperado: distinguas
distinguir,subjunctive,subjPres,3s,distinga,Mismatch,Esperado: distingua
distinguir,subjunctive,subjPres,1p,distingamos,Mismatch,Esperado: distinguamos
distinguir,subjunctive,subjPres,2p_vosotros,distingáis,Mismatch,Esperado: distinguáis
